,SensorId,L1H,L1T,L2H,L2T,L3H,L3T,TS
1524,E53490B59A25,17.5932,16.0,31.4995,15.7,41.4253,15.9,2020-05-10 08:50:08+00:00
1526,E53490B59A25,17.7526,16.0,31.5964,15.7,41.489,15.8,2020-05-10 08:55:14+00:00
1528,E53490B59A25,17.6854,16.2,31.5042,15.7,41.4051,15.9,2020-05-10 09:00:21+00:00
1529,E53490B59A25,17.8021,16.2,31.5668,15.8,41.4761,15.8,2020-05-10 09:05:25+00:00
1530,E53490B59A25,17.8299,16.3,31.5654,15.8,41.4705,15.9,2020-05-10 09:10:28+00:00
1531,E53490B59A25,17.8039,16.4,31.5228,15.8,41.4154,15.9,2020-05-10 09:15:32+00:00
1532,E53490B59A25,17.7973,16.5,31.4995,15.8,41.3838,15.8,2020-05-10 09:20:45+00:00
1534,E53490B59A25,17.8793,16.5,31.544,15.9,41.3492,15.8,2020-05-10 09:25:42+00:00
1536,E53490B59A25,17.8946,16.6,31.526,15.9,41.3104,15.8,2020-05-10 09:30:49+00:00
1537,E53490B59A25,17.909000000000002,16.6,31.5113,15.9,41.3039,15.9,2020-05-10 09:35:52+00:00
1539,E53490B59A25,17.9909,16.7,31.639,16.0,41.3109,15.9,2020-05-10 09:40:59+00:00
1540,E53490B59A25,18.0452,16.7,31.6558,16.0,41.3319,15.9,2020-05-10 09:46:02+00:00
1541,E53490B59A25,18.1143,16.7,31.6458,16.1,41.2928,15.9,2020-05-10 09:51:06+00:00
1542,E53490B59A25,18.1945,16.8,31.5803,16.1,41.2564,15.9,2020-05-10 09:56:19+00:00
1543,E53490B59A25,18.3313,16.8,31.5714,16.1,41.2725,15.9,2020-05-10 10:01:23+00:00
1544,E53490B59A25,18.3947,16.9,31.5723,16.1,41.2984,15.9,2020-05-10 10:06:27+00:00
1545,E53490B59A25,18.2595,17.0,31.4787,16.2,41.2089,15.9,2020-05-10 10:11:30+00:00
1546,E53490B59A25,18.0863,17.0,31.393,16.2,41.1315,16.0,2020-05-10 10:16:34+00:00
1548,E53490B59A25,18.0821,17.0,31.4054,16.2,41.1273,16.0,2020-05-10 10:21:40+00:00
1550,E53490B59A25,18.0608,17.0,31.4049,16.3,41.1268,16.0,2020-05-10 10:26:47+00:00
1552,E53490B59A25,18.0406,17.0,31.4139,16.3,41.1357,16.0,2020-05-10 10:31:43+00:00
1554,E53490B59A25,18.159000000000002,17.0,31.499000000000002,16.3,41.2458,16.0,2020-05-10 10:36:49+00:00
1555,E53490B59A25,18.3322,16.9,31.5889,16.3,41.3149,16.0,2020-05-10 10:41:52+00:00
1558,E53490B59A25,18.5231,17.0,31.6299,16.4,41.3643,16.0,2020-05-10 10:52:02+00:00
1559,E53490B59A25,18.5407,17.1,31.5851,16.4,41.3278,16.1,2020-05-10 10:57:06+00:00
1560,E53490B59A25,18.5363,17.2,31.5433,16.4,41.2943,16.1,2020-05-10 11:02:10+00:00
1562,E53490B59A25,18.6369,17.2,31.5397,16.4,41.3365,16.1,2020-05-10 11:07:16+00:00
1564,E53490B59A25,18.659000000000002,17.3,31.541,16.5,41.3503,16.1,2020-05-10 11:12:22+00:00
1566,E53490B59A25,18.6794,17.4,31.5489,16.5,41.3582,16.1,2020-05-10 11:17:29+00:00
1567,E53490B59A25,18.7011,17.5,31.5249,16.5,41.28,16.1,2020-05-10 11:22:32+00:00
1569,E53490B59A25,18.7602,17.6,31.5006,16.6,41.3349,16.1,2020-05-10 11:27:39+00:00
1571,E53490B59A25,18.8399,17.6,31.5387,16.6,41.3563,16.1,2020-05-10 11:32:46+00:00
1573,E53490B59A25,18.8863,17.7,31.5518,16.6,41.3653,16.2,2020-05-10 11:37:42+00:00
1575,E53490B59A25,18.9415,17.8,31.5695,16.7,41.3705,16.2,2020-05-10 11:42:48+00:00
1577,E53490B59A25,18.9835,17.8,31.5741,16.7,41.3792,16.2,2020-05-10 11:47:54+00:00
1579,E53490B59A25,19.0054,17.9,31.5668,16.7,41.3678,16.2,2020-05-10 11:53:01+00:00
1581,E53490B59A25,19.0352,18.0,31.5717,16.8,41.3768,16.2,2020-05-10 11:58:07+00:00
1583,E53490B59A25,19.049,18.0,31.5938,16.8,41.3781,16.2,2020-05-10 12:03:14+00:00
1585,E53490B59A25,18.9599,18.1,31.5546,16.9,41.3056,16.3,2020-05-10 12:08:20+00:00
1586,E53490B59A25,18.9324,18.2,31.5438,16.9,41.2865,16.3,2020-05-10 12:13:24+00:00
1587,E53490B59A25,18.9284,18.2,31.5523,16.9,41.3324,16.3,2020-05-10 12:18:27+00:00
1589,E53490B59A25,18.8803,18.2,31.5625,17.0,41.3177,16.3,2020-05-10 12:23:34+00:00
1590,E53490B59A25,18.8412,18.3,31.5733,17.0,41.291000000000004,16.3,2020-05-10 12:28:37+00:00
1592,E53490B59A25,18.7594,18.3,31.5415,17.1,41.2509,16.3,2020-05-10 12:33:34+00:00
1594,E53490B59A25,18.7033,18.3,31.5062,17.1,41.2364,16.4,2020-05-10 12:38:40+00:00
1596,E53490B59A25,18.6887,18.3,31.5249,17.1,41.2509,16.4,2020-05-10 12:43:47+00:00
1598,E53490B59A25,18.6165,18.3,31.5235,17.2,41.2496,16.4,2020-05-10 12:48:53+00:00
1600,E53490B59A25,18.5937,18.3,31.5507,17.2,41.285,16.4,2020-05-10 12:54:00+00:00
1602,E53490B59A25,18.5459,18.3,31.5487,17.2,41.2872,16.5,2020-05-10 12:58:56+00:00
1604,E53490B59A25,18.5145,18.3,31.5464,17.3,41.2891,16.5,2020-05-10 13:04:03+00:00
1606,E53490B59A25,18.5065,18.3,31.5551,17.3,41.3186,16.5,2020-05-10 13:09:10+00:00
1608,E53490B59A25,18.427,18.3,31.5255,17.3,41.2849,16.5,2020-05-10 13:14:16+00:00
1610,E53490B59A25,18.39,18.4,31.5259,17.3,41.2811,16.5,2020-05-10 13:19:13+00:00
1612,E53490B59A25,18.2512,18.4,31.4705,17.3,41.2215,16.6,2020-05-10 13:24:20+00:00
1614,E53490B59A25,18.288,18.4,31.5239,17.4,41.2666,16.6,2020-05-10 13:29:26+00:00
1616,E53490B59A25,18.2958,18.4,31.5483,17.4,41.291000000000004,16.6,2020-05-10 13:34:33+00:00
1618,E53490B59A25,18.3263,18.4,31.5913,17.4,41.3382,16.6,2020-05-10 13:39:29+00:00
1620,E53490B59A25,18.3009,18.4,31.5826,17.4,41.3462,16.6,2020-05-10 13:44:35+00:00
1622,E53490B59A25,18.3038,18.4,31.573,17.4,41.3615,16.6,2020-05-10 13:49:42+00:00
1624,E53490B59A25,18.2836,18.5,31.5778,17.5,41.3538,16.7,2020-05-10 13:54:48+00:00
1626,E53490B59A25,18.298,18.5,31.5881,17.5,41.3641,16.7,2020-05-10 13:59:55+00:00
1628,E53490B59A25,18.2189,18.5,31.5672,17.5,41.3308,16.7,2020-05-10 14:04:51+00:00
1629,E53490B59A25,18.2135,18.5,31.5577,17.5,41.3462,16.7,2020-05-10 14:10:05+00:00
1631,E53490B59A25,18.2387,18.6,31.5745,17.5,41.3463,16.7,2020-05-10 14:15:01+00:00
1632,E53490B59A25,18.1776,18.6,31.5426,17.6,41.3144,16.7,2020-05-10 14:20:05+00:00
1633,E53490B59A25,18.1713,18.6,31.5279,17.6,41.3123,16.8,2020-05-10 14:25:18+00:00
1635,E53490B59A25,18.1247,18.6,31.4855,17.6,41.3031,16.8,2020-05-10 14:30:25+00:00
1636,E53490B59A25,18.1456,18.6,31.4856,17.6,41.3283,16.8,2020-05-10 14:35:28+00:00
1638,E53490B59A25,18.0673,18.6,31.4489,17.6,41.2874,16.8,2020-05-10 14:40:25+00:00
1640,E53490B59A25,18.0905,18.6,31.4347,17.6,41.2981,16.8,2020-05-10 14:45:31+00:00
1642,E53490B59A25,18.0988,18.6,31.4347,17.7,41.3231,16.8,2020-05-10 14:50:38+00:00
1644,E53490B59A25,18.0724,18.6,31.3957,17.7,41.3133,16.8,2020-05-10 14:55:44+00:00
1646,E53490B59A25,18.0566,18.6,31.3591,17.7,41.2934,16.9,2020-05-10 15:00:51+00:00
1647,E53490B59A25,18.0619,18.6,31.3477,17.7,41.282,16.9,2020-05-10 15:05:54+00:00
1648,E53490B59A25,18.0449,18.7,31.3099,17.7,41.2691,16.9,2020-05-10 15:10:58+00:00
1650,E53490B59A25,18.0185,18.7,31.2669,17.7,41.2636,16.9,2020-05-10 15:16:05+00:00
1652,E53490B59A25,17.9963,18.7,31.2238,17.7,41.258,16.9,2020-05-10 15:21:01+00:00
1654,E53490B59A25,17.9644,18.7,31.191999999999997,17.7,41.247,16.9,2020-05-10 15:26:07+00:00
1655,E53490B59A25,17.9572,18.7,31.1723,17.8,41.2397,16.9,2020-05-10 15:31:11+00:00
1657,E53490B59A25,17.936,18.7,31.1137,17.8,41.2311,16.9,2020-05-10 15:36:17+00:00
1659,E53490B59A25,17.8803,18.7,31.0455,17.8,41.2087,17.0,2020-05-10 15:41:23+00:00
1661,E53490B59A25,17.8427,18.7,31.0078,17.8,41.196000000000005,17.0,2020-05-10 15:46:30+00:00
1663,E53490B59A25,17.7922,18.7,30.9699,17.8,41.183,17.0,2020-05-10 15:51:36+00:00
1665,E53490B59A25,17.7608,18.7,30.9342,17.8,41.1807,17.0,2020-05-10 15:56:33+00:00
1666,E53490B59A25,17.7501,18.7,30.9236,17.8,41.1784,17.0,2020-05-10 16:01:46+00:00
1667,E53490B59A25,17.7373,18.6,30.8982,17.8,41.1572,17.0,2020-05-10 16:06:50+00:00
1669,E53490B59A25,17.714000000000002,18.6,30.8666,17.8,41.1464,17.0,2020-05-10 16:11:46+00:00
1671,E53490B59A25,17.7116,18.6,30.8518,17.8,41.1399,17.0,2020-05-10 16:16:53+00:00
1673,E53490B59A25,17.6231,18.6,30.7882,17.8,41.068000000000005,17.0,2020-05-10 16:21:59+00:00
1675,E53490B59A25,17.6048,18.6,30.7574,17.8,41.058,17.1,2020-05-10 16:27:06+00:00
1677,E53490B59A25,17.5386,18.6,30.6912,17.9,40.9835,17.1,2020-05-10 16:32:12+00:00
1679,E53490B59A25,17.5438,18.5,30.6757,17.8,40.9846,17.1,2020-05-10 16:37:09+00:00
1681,E53490B59A25,17.4998,18.5,30.6233,17.9,40.9489,17.1,2020-05-10 16:42:15+00:00
1682,E53490B59A25,17.5244,18.4,30.6271,17.8,40.9735,17.1,2020-05-10 16:47:18+00:00
1684,E53490B59A25,17.4585,18.4,30.5778,17.9,40.9617,17.1,2020-05-10 16:52:24+00:00
1685,E53490B59A25,17.4309,18.4,30.5669,17.8,40.9508,17.1,2020-05-10 16:57:28+00:00
1687,E53490B59A25,17.4265,18.3,30.5583,17.8,40.9672,17.1,2020-05-10 17:02:34+00:00
1689,E53490B59A25,17.3751,18.3,30.5152,17.8,40.9365,17.1,2020-05-10 17:07:40+00:00
1691,E53490B59A25,17.2726,18.2,30.4544,17.8,40.8633,17.1,2020-05-10 17:12:46+00:00
1693,E53490B59A25,17.1808,18.2,30.4084,17.8,40.8089,17.1,2020-05-10 17:17:52+00:00
1697,E53490B59A25,17.1931,18.1,30.4332,17.8,40.8795,17.1,2020-05-10 17:33:04+00:00
1698,E53490B59A25,17.1285,18.0,30.3852,17.8,40.8399,17.1,2020-05-10 17:38:08+00:00
1700,E53490B59A25,17.0435,18.0,30.3377,17.7,40.7965,17.2,2020-05-10 17:43:13+00:00
1702,E53490B59A25,16.9754,18.0,30.2946,17.7,40.7576,17.2,2020-05-10 17:48:19+00:00
1704,E53490B59A25,16.9311,17.9,30.2669,17.7,40.7382,17.2,2020-05-10 17:53:25+00:00
1707,E53490B59A25,16.8627,17.9,30.2235,17.7,40.7073,17.2,2020-05-10 18:03:35+00:00
1711,E53490B59A25,16.7693,17.8,30.1676,17.6,40.6806,17.1,2020-05-10 18:18:47+00:00
1714,E53490B59A25,16.7059,17.7,30.1292,17.6,40.6629,17.1,2020-05-10 18:28:56+00:00
1715,E53490B59A25,16.6815,17.6,30.1131,17.6,40.6552,17.1,2020-05-10 18:33:59+00:00
1716,E53490B59A25,16.6685,17.6,30.1167,17.6,40.663000000000004,17.1,2020-05-10 18:39:02+00:00
1717,E53490B59A25,16.6217,17.6,30.0824,17.5,40.6495,17.1,2020-05-10 18:44:06+00:00
1719,E53490B59A25,16.5727,17.5,30.0418,17.5,40.6047,17.1,2020-05-10 18:49:11+00:00
1721,E53490B59A25,16.5426,17.5,30.0283,17.5,40.6037,17.1,2020-05-10 18:54:17+00:00
1723,E53490B59A25,16.4751,17.4,29.99,17.5,40.5696,17.1,2020-05-10 18:59:23+00:00
1725,E53490B59A25,16.4356,17.4,29.9671,17.5,40.5508,17.1,2020-05-10 19:04:28+00:00
1726,E53490B59A25,16.3758,17.4,29.9365,17.5,40.5285,17.1,2020-05-10 19:09:32+00:00
1728,E53490B59A25,16.3243,17.3,29.9183,17.4,40.5062,17.1,2020-05-10 19:14:37+00:00
1731,E53490B59A25,16.195,17.3,29.8723,17.4,40.455999999999996,17.1,2020-05-10 19:24:47+00:00
1733,E53490B59A25,16.1277,17.2,29.859,17.4,40.4303,17.1,2020-05-10 19:29:52+00:00
1736,E53490B59A25,15.9943,17.1,29.8298,17.3,40.3885,17.1,2020-05-10 19:40:01+00:00
1739,E53490B59A25,15.8845,17.0,29.7907,17.3,40.3537,17.1,2020-05-10 19:50:10+00:00
1741,E53490B59A25,15.8482,17.0,29.7586,17.3,40.3423,17.1,2020-05-10 19:55:17+00:00
1744,E53490B59A25,15.7946,16.9,29.7216,17.2,40.321999999999996,17.1,2020-05-10 20:05:26+00:00
1747,E53490B59A25,15.7157,16.8,29.6844,17.2,40.3098,17.0,2020-05-10 20:20:36+00:00
1748,E53490B59A25,15.7001,16.7,29.673000000000002,17.1,40.3109,17.0,2020-05-10 20:25:39+00:00
1750,E53490B59A25,15.7056,16.7,29.6618,17.1,40.3163,17.0,2020-05-10 20:30:45+00:00
1751,E53490B59A25,15.6894,16.6,29.6581,17.1,40.3251,17.0,2020-05-10 20:35:48+00:00
1753,E53490B59A25,15.6893,16.6,29.6205,17.1,40.3333,17.0,2020-05-10 20:40:54+00:00
1756,E53490B59A25,15.6722,16.5,29.6075,17.0,40.3578,17.0,2020-05-10 20:51:03+00:00
1758,E53490B59A25,15.5861,16.4,29.5589,17.0,40.3383,16.9,2020-05-10 21:01:09+00:00
1759,E53490B59A25,15.5675,16.4,29.531999999999996,16.9,40.3156,16.9,2020-05-10 21:06:13+00:00
1760,E53490B59A25,15.5178,16.4,29.5073,16.9,40.3034,16.9,2020-05-10 21:11:16+00:00
1761,E53490B59A25,15.5056,16.3,29.5035,16.9,40.3079,16.9,2020-05-10 21:16:19+00:00
1764,E53490B59A25,15.4689,16.2,29.5167,16.8,40.3461,16.9,2020-05-10 21:31:29+00:00
1771,E53490B59A25,15.9449,16.0,29.0226,16.6,40.3599,16.8,2020-05-10 22:07:02+00:00
1772,E53490B59A25,14.8559,15.9,29.8614,16.6,40.3535,16.8,2020-05-10 22:12:06+00:00
1774,E53490B59A25,15.8629,15.9,28.9156,16.6,40.3153,16.8,2020-05-10 22:17:11+00:00
1775,E53490B59A25,14.9569,15.9,28.7007,16.6,40.0547,16.7,2020-05-10 22:22:15+00:00
1777,E53490B59A25,14.8179,15.8,29.8233,16.5,40.3487,16.7,2020-05-10 22:27:21+00:00
1778,E53490B59A25,15.796,15.8,28.831999999999997,16.5,40.286,16.7,2020-05-10 22:32:24+00:00
1792,E53490B59A25,14.0301,15.3,28.7024,16.2,39.9398,16.5,2020-05-10 23:43:31+00:00
1800,E53490B59A25,13.8677,15.0,28.5234,16.0,39.9107,16.4,2020-05-11 00:24:17+00:00
1801,E53490B59A25,14.0786,15.0,29.5462,16.0,40.2007,16.4,2020-05-11 00:29:21+00:00
1809,E53490B59A25,14.8707,14.8,28.473000000000003,15.8,40.0893,16.3,2020-05-11 01:09:47+00:00
1812,E53490B59A25,13.6601,14.8,28.4365,15.7,39.8529,16.2,2020-05-11 01:25:08+00:00
1813,E53490B59A25,13.6442,14.7,28.4331,15.7,39.8495,16.2,2020-05-11 01:30:11+00:00
1814,E53490B59A25,13.6463,14.7,28.4353,15.7,39.8517,16.2,2020-05-11 01:35:14+00:00
1815,E53490B59A25,13.6456,14.7,28.4303,15.7,39.8551,16.2,2020-05-11 01:40:18+00:00
1818,E53490B59A25,13.835999999999999,14.6,29.441,15.6,40.1413,16.1,2020-05-11 01:55:37+00:00
1819,E53490B59A25,13.8191,14.6,29.424,15.6,40.1327,16.1,2020-05-11 02:00:41+00:00
1820,E53490B59A25,13.8091,14.6,29.4141,15.6,40.1227,16.1,2020-05-11 02:05:44+00:00
1821,E53490B59A25,13.7878,14.6,29.397,15.5,40.1139,16.1,2020-05-11 02:10:47+00:00
1822,E53490B59A25,13.7658,14.6,29.3915,15.5,40.1085,16.1,2020-05-11 02:15:51+00:00
1824,E53490B59A25,13.755,14.5,29.3891,15.5,40.1186,16.0,2020-05-11 02:26:07+00:00
1827,E53490B59A25,13.697000000000001,14.5,29.3602,15.4,40.098,16.0,2020-05-11 02:41:17+00:00
1828,E53490B59A25,13.6888,14.4,29.3604,15.4,40.1023,16.0,2020-05-11 02:46:21+00:00
1830,E53490B59A25,13.6583,14.4,29.3382,15.4,40.0884,16.0,2020-05-11 02:56:27+00:00
1832,E53490B59A25,13.6402,14.4,29.3201,15.3,40.0829,15.9,2020-05-11 03:06:44+00:00
1833,E53490B59A25,13.6331,14.4,29.3172,15.3,40.0841,15.9,2020-05-11 03:11:47+00:00
1834,E53490B59A25,13.6376,14.3,29.3175,15.3,40.0844,15.9,2020-05-11 03:16:51+00:00
1835,E53490B59A25,13.6199,14.3,29.3081,15.3,40.0834,15.9,2020-05-11 03:21:54+00:00
1836,E53490B59A25,14.5212,14.3,28.2817,15.2,39.9854,15.9,2020-05-11 03:26:57+00:00
1837,E53490B59A25,13.5986,14.3,29.2909,15.2,40.0704,15.9,2020-05-11 03:32:00+00:00
1840,E53490B59A25,13.5767,14.3,29.2691,15.2,40.0527,15.8,2020-05-11 03:42:20+00:00
1843,E53490B59A25,14.4418,14.2,28.2231,15.1,39.9393,15.8,2020-05-11 03:52:29+00:00
1846,E53490B59A25,14.4079,14.2,28.2059,15.1,39.9305,15.8,2020-05-11 04:02:37+00:00
1848,E53490B59A25,14.3922,14.2,28.1985,15.1,39.9272,15.8,2020-05-11 04:07:43+00:00
1851,E53490B59A25,14.4077,14.1,28.1974,15.0,39.9427,15.7,2020-05-11 04:17:52+00:00
1854,E53490B59A25,13.2551,14.1,28.1939,15.0,39.7394,15.7,2020-05-11 04:28:01+00:00
1855,E53490B59A25,14.3665,14.1,28.1645,15.0,39.9265,15.7,2020-05-11 04:33:04+00:00
1857,E53490B59A25,13.2267,14.0,28.1864,15.0,39.7319,15.7,2020-05-11 04:38:10+00:00
1860,E53490B59A25,13.2183,14.0,28.182,14.9,39.7275,15.6,2020-05-11 04:48:19+00:00
1862,E53490B59A25,14.3404,14.0,28.1467,14.9,39.9212,15.6,2020-05-11 04:53:25+00:00
1867,E53490B59A25,14.3361,13.9,28.1382,14.9,39.9211,15.6,2020-05-11 05:13:41+00:00
1869,E53490B59A25,14.3967,13.9,28.1822,14.8,39.965,15.5,2020-05-11 05:18:46+00:00
1872,E53490B59A25,14.4488,13.8,28.226,14.8,40.0088,15.5,2020-05-11 05:28:55+00:00
1874,E53490B59A25,14.4972,13.8,28.2619,14.8,40.0489,15.5,2020-05-11 05:34:01+00:00
1877,E53490B59A25,13.612,13.8,29.3294,14.8,40.1879,15.5,2020-05-11 05:44:10+00:00
1878,E53490B59A25,13.6267,13.8,28.2865,14.7,39.9236,15.4,2020-05-11 05:49:13+00:00
1880,E53490B59A25,14.602,13.8,28.3875,14.7,40.162,15.4,2020-05-11 05:54:19+00:00
1882,E53490B59A25,13.6622,13.8,29.3962,14.7,40.2589,15.4,2020-05-11 05:59:25+00:00
1886,E53490B59A25,14.7566,13.8,28.5213,14.7,40.3124,15.4,2020-05-11 06:19:38+00:00
1887,E53490B59A25,13.7803,13.9,29.4644,14.7,40.3729,15.3,2020-05-11 06:24:41+00:00
1889,E53490B59A25,14.8439,13.9,28.5627,14.7,40.3581,15.3,2020-05-11 06:29:47+00:00
1891,E53490B59A25,14.8803,13.9,28.5908,14.7,40.382,15.3,2020-05-11 06:34:53+00:00
1893,E53490B59A25,13.8403,13.9,29.4869,14.6,40.4245,15.3,2020-05-11 06:39:59+00:00
1897,E53490B59A25,13.8973,14.0,29.494,14.6,40.4649,15.3,2020-05-11 06:55:11+00:00
1899,E53490B59A25,14.1999,14.1,29.1761,14.6,40.4635,15.3,2020-05-11 07:00:17+00:00
1901,E53490B59A25,14.3713,14.1,29.052,14.6,40.4517,15.3,2020-05-11 07:05:23+00:00
1902,E53490B59A25,14.4345,14.1,29.0277,14.6,40.4608,15.3,2020-05-11 07:10:26+00:00
1903,E53490B59A25,14.4841,14.2,29.0232,14.7,40.4771,15.2,2020-05-11 07:15:29+00:00
1904,E53490B59A25,14.5234,14.2,29.0292,14.7,40.4915,15.2,2020-05-11 07:20:33+00:00
1905,E53490B59A25,14.5586,14.2,29.0352,14.7,40.51,15.2,2020-05-11 07:25:36+00:00
1906,E53490B59A25,14.5803,14.3,29.0361,14.7,40.5192,15.2,2020-05-11 07:30:39+00:00
1907,E53490B59A25,14.6116,14.3,29.0341,14.7,40.5297,15.2,2020-05-11 07:35:43+00:00
1908,E53490B59A25,14.6252,14.4,29.0352,14.7,40.5391,15.2,2020-05-11 07:40:46+00:00
1910,E53490B59A25,14.6676,14.5,29.0401,14.7,40.544000000000004,15.2,2020-05-11 07:51:03+00:00
1911,E53490B59A25,14.6628,14.5,29.0395,14.7,40.535,15.2,2020-05-11 07:56:07+00:00
1912,E53490B59A25,14.6652,14.6,29.0419,14.7,40.5249,15.2,2020-05-11 08:01:11+00:00
1913,E53490B59A25,14.6696,14.6,29.038,14.8,40.5044,15.2,2020-05-11 08:06:14+00:00
1914,E53490B59A25,14.6772,14.7,29.0415,14.8,40.4912,15.2,2020-05-11 08:11:18+00:00
1915,E53490B59A25,14.6986,14.7,29.0504,14.8,40.4751,15.2,2020-05-11 08:16:21+00:00
1916,E53490B59A25,14.7155,14.8,29.059,14.8,40.4671,15.2,2020-05-11 08:21:25+00:00
1917,E53490B59A25,14.7334,14.8,29.0684,14.8,40.4641,15.2,2020-05-11 08:26:28+00:00
1919,E53490B59A25,14.7997,15.0,29.0932,14.9,40.4555,15.2,2020-05-11 08:36:45+00:00
1920,E53490B59A25,14.8311,15.1,29.0996,14.9,40.4577,15.2,2020-05-11 08:41:49+00:00
1921,E53490B59A25,14.8986,15.2,29.1088,14.9,40.4544,15.2,2020-05-11 08:46:52+00:00
1924,E53490B59A25,14.974,15.3,29.1134,15.0,40.4507,15.2,2020-05-11 08:57:02+00:00
1925,E53490B59A25,15.0096,15.4,29.1073,15.0,40.453,15.2,2020-05-11 09:02:06+00:00
1927,E53490B59A25,15.0345,15.5,29.0989,15.0,40.4612,15.2,2020-05-11 09:07:12+00:00
1929,E53490B59A25,15.0814,15.6,29.0834,15.1,40.4749,15.2,2020-05-11 09:12:09+00:00
1930,E53490B59A25,15.1202,15.7,29.0764,15.1,40.4804,15.3,2020-05-11 09:17:13+00:00
1932,E53490B59A25,15.2345,15.9,29.0824,15.2,40.4864,15.3,2020-05-11 09:27:30+00:00
1933,E53490B59A25,15.328,16.0,29.1052,15.2,40.4966,15.3,2020-05-11 09:32:33+00:00
1934,E53490B59A25,15.3891,16.1,29.1163,15.3,40.5036,15.3,2020-05-11 09:37:37+00:00
1936,E53490B59A25,15.4383,16.2,29.1406,15.3,40.5112,15.3,2020-05-11 09:42:43+00:00
1938,E53490B59A25,15.5024,16.3,29.1546,15.4,40.5169,15.3,2020-05-11 09:47:50+00:00
1940,E53490B59A25,15.5702,16.4,29.1642,15.4,40.5224,15.3,2020-05-11 09:52:56+00:00
1942,E53490B59A25,15.6215,16.5,29.1738,15.5,40.5319,15.3,2020-05-11 09:57:52+00:00
1944,E53490B59A25,15.6508,16.6,29.1948,15.5,40.5446,15.4,2020-05-11 10:02:59+00:00
