,SensorId,L1H,L1T,L2H,L2T,L3H,L3T,TS
524,E53490B59A25,20.2269,16.0,30.7898,16.1,42.4769,16.3,2020-05-07 07:58:24+00:00
525,E53490B59A25,20.1565,16.0,30.7944,16.1,42.4315,16.3,2020-05-07 08:03:28+00:00
526,E53490B59A25,20.1337,16.1,30.8091,16.1,42.4462,16.3,2020-05-07 08:08:32+00:00
527,E53490B59A25,20.1514,16.1,30.8559,16.1,42.5221,16.3,2020-05-07 08:13:35+00:00
528,E53490B59A25,19.9991,16.2,30.7618,16.2,42.4114,16.3,2020-05-07 08:18:39+00:00
529,E53490B59A25,20.0351,16.2,30.7979,16.2,42.4642,16.3,2020-05-07 08:23:43+00:00
530,E53490B59A25,20.0339,16.3,30.805,16.2,42.4796,16.3,2020-05-07 08:28:57+00:00
531,E53490B59A25,19.9908,16.3,30.7911,16.2,42.4615,16.3,2020-05-07 08:34:00+00:00
532,E53490B59A25,19.9469,16.4,30.7721,16.2,42.4425,16.3,2020-05-07 08:39:04+00:00
533,E53490B59A25,19.9302,16.4,30.7763,16.3,42.4342,16.3,2020-05-07 08:44:08+00:00
534,E53490B59A25,19.9776,16.5,30.8486,16.3,42.4566,16.3,2020-05-07 08:49:11+00:00
535,E53490B59A25,20.0022,16.5,30.8608,16.3,42.4771,16.3,2020-05-07 08:54:15+00:00
536,E53490B59A25,19.9734,16.6,30.8527,16.3,42.4315,16.3,2020-05-07 08:59:18+00:00
537,E53490B59A25,19.6782,16.7,30.8573,16.3,42.4111,16.3,2020-05-07 09:04:23+00:00
538,E53490B59A25,19.5995,16.7,30.7286,16.3,42.3907,16.3,2020-05-07 09:09:27+00:00
539,E53490B59A25,19.76,16.8,30.7809,16.4,42.4597,16.3,2020-05-07 09:14:31+00:00
540,E53490B59A25,22.7155,16.8,31.1134,16.4,42.6173,16.3,2020-05-07 09:19:35+00:00
541,E53490B59A25,23.9738,16.9,32.3383,16.4,42.9845,16.3,2020-05-07 09:24:40+00:00
542,E53490B59A25,26.0138,16.9,32.7088,16.4,43.1593,16.3,2020-05-07 09:29:44+00:00
543,E53490B59A25,28.1247,17.0,35.132,16.4,43.5548,16.3,2020-05-07 09:34:48+00:00
544,E53490B59A25,33.2307,17.0,35.5623,16.5,43.7853,16.3,2020-05-07 09:39:52+00:00
545,E53490B59A25,38.938,17.0,36.7313,16.5,44.2548,16.3,2020-05-07 09:44:56+00:00
546,E53490B59A25,40.4146,17.1,37.3253,16.6,45.0236,16.3,2020-05-07 09:55:12+00:00
547,E53490B59A25,40.553000000000004,17.2,37.5969,16.6,45.2703,16.3,2020-05-07 10:00:16+00:00
549,E53490B59A25,40.1743,17.2,37.7428,16.6,45.2538,16.4,2020-05-07 10:05:22+00:00
551,E53490B59A25,40.0007,17.3,38.5934,16.7,45.2675,16.4,2020-05-07 10:10:29+00:00
552,E53490B59A25,39.7998,17.3,38.9546,16.7,45.2374,16.4,2020-05-07 10:15:32+00:00
553,E53490B59A25,39.633,17.3,39.0418,16.7,45.2372,16.4,2020-05-07 10:20:36+00:00
554,E53490B59A25,39.4476,17.4,39.1062,16.8,45.2391,16.4,2020-05-07 10:25:39+00:00
555,E53490B59A25,39.2541,17.4,39.0958,16.8,45.1829,16.4,2020-05-07 10:30:43+00:00
556,E53490B59A25,39.1052,17.4,39.0635,16.8,45.1631,16.5,2020-05-07 10:35:47+00:00
557,E53490B59A25,39.0306,17.4,39.0723,16.8,45.176,16.5,2020-05-07 10:40:50+00:00
558,E53490B59A25,38.8792,17.4,39.0249,16.9,45.1203,16.5,2020-05-07 10:45:54+00:00
559,E53490B59A25,38.7281,17.5,38.9363,16.9,45.0609,16.5,2020-05-07 10:50:57+00:00
560,E53490B59A25,38.6683,17.5,38.9223,16.9,45.0802,16.5,2020-05-07 10:56:01+00:00
561,E53490B59A25,38.5902,17.5,38.9025,16.9,45.0729,16.5,2020-05-07 11:01:05+00:00
562,E53490B59A25,38.5025,17.5,38.8397,16.9,45.0559,16.5,2020-05-07 11:06:09+00:00
563,E53490B59A25,38.4284,17.5,38.7948,17.0,45.036,16.5,2020-05-07 11:11:22+00:00
564,E53490B59A25,38.3631,17.5,38.7628,17.0,45.028999999999996,16.5,2020-05-07 11:16:26+00:00
565,E53490B59A25,38.283,17.5,38.7118,17.0,45.0112,16.6,2020-05-07 11:21:30+00:00
566,E53490B59A25,38.1914,17.5,38.6577,17.0,44.9738,16.6,2020-05-07 11:26:34+00:00
567,E53490B59A25,38.167,17.5,38.6166,17.0,44.9827,16.6,2020-05-07 11:31:38+00:00
568,E53490B59A25,38.1142,17.5,38.568000000000005,17.0,44.9465,16.6,2020-05-07 11:36:41+00:00
569,E53490B59A25,38.0918,17.5,38.5373,17.1,44.945,16.6,2020-05-07 11:41:45+00:00
570,E53490B59A25,37.9908,17.5,38.4779,17.1,44.9106,16.6,2020-05-07 11:46:48+00:00
571,E53490B59A25,37.8728,17.5,38.3766,17.1,44.8509,16.6,2020-05-07 11:51:52+00:00
573,E53490B59A25,37.8453,17.6,38.3158,17.1,44.8275,16.6,2020-05-07 11:56:59+00:00
574,E53490B59A25,37.8152,17.6,38.2524,17.1,44.8225,16.7,2020-05-07 12:02:02+00:00
575,E53490B59A25,37.8174,17.5,38.2421,17.1,44.8454,16.7,2020-05-07 12:07:06+00:00
576,E53490B59A25,37.732,17.5,38.1899,17.1,44.8016,16.7,2020-05-07 12:12:10+00:00
577,E53490B59A25,37.6603,17.5,38.164,17.1,44.7799,16.7,2020-05-07 12:17:13+00:00
578,E53490B59A25,37.6272,17.5,38.1351,17.2,44.7635,16.7,2020-05-07 12:22:17+00:00
579,E53490B59A25,37.5537,17.5,38.0991,17.2,44.7358,16.7,2020-05-07 12:27:21+00:00
580,E53490B59A25,37.5335,17.5,38.0789,17.2,44.7323,16.7,2020-05-07 12:32:24+00:00
581,E53490B59A25,37.5119,17.5,38.0531,17.2,44.7273,16.7,2020-05-07 12:37:38+00:00
582,E53490B59A25,37.5001,17.5,38.0664,17.2,44.7405,16.7,2020-05-07 12:42:42+00:00
583,E53490B59A25,37.4747,17.5,38.0326,17.2,44.7401,16.8,2020-05-07 12:47:46+00:00
584,E53490B59A25,37.4771,17.5,38.0308,17.2,44.7591,16.8,2020-05-07 12:52:49+00:00
585,E53490B59A25,37.4482,17.5,38.0019,17.2,44.751000000000005,16.8,2020-05-07 12:57:53+00:00
586,E53490B59A25,37.4298,17.5,37.9961,17.2,44.7535,16.8,2020-05-07 13:02:57+00:00
588,E53490B59A25,37.4149,17.5,37.9895,17.2,44.7636,16.8,2020-05-07 13:08:03+00:00
589,E53490B59A25,37.3561,17.5,37.9556,17.2,44.7255,16.8,2020-05-07 13:13:07+00:00
590,E53490B59A25,37.3079,17.5,37.9324,17.2,44.7023,16.8,2020-05-07 13:18:11+00:00
591,E53490B59A25,37.2814,17.5,37.8934,17.2,44.705,16.8,2020-05-07 13:23:15+00:00
592,E53490B59A25,37.1899,17.5,37.8519,17.2,44.6551,16.8,2020-05-07 13:28:19+00:00
593,E53490B59A25,37.1052,17.5,37.7297,17.2,44.6162,16.8,2020-05-07 13:38:33+00:00
594,E53490B59A25,37.0202,17.5,37.6614,17.2,44.5937,16.8,2020-05-07 13:43:37+00:00
595,E53490B59A25,36.9864,17.5,37.5735,17.3,44.5807,16.8,2020-05-07 13:48:40+00:00
597,E53490B59A25,36.9445,17.5,37.4774,17.3,44.5637,16.8,2020-05-07 13:53:47+00:00
598,E53490B59A25,36.9127,17.4,37.3832,17.3,44.5695,16.8,2020-05-07 13:58:50+00:00
599,E53490B59A25,36.8868,17.4,37.2574,17.3,44.5519,16.9,2020-05-07 14:03:54+00:00
600,E53490B59A25,36.8825,17.4,37.1406,17.3,44.5601,16.9,2020-05-07 14:08:58+00:00
601,E53490B59A25,36.8712,17.4,37.0877,17.3,44.5654,16.9,2020-05-07 14:14:01+00:00
602,E53490B59A25,36.8232,17.3,37.0106,17.3,44.5549,16.9,2020-05-07 14:19:05+00:00
603,E53490B59A25,36.8359,17.3,36.9483,17.3,44.5759,16.9,2020-05-07 14:24:08+00:00
604,E53490B59A25,36.7788,17.3,36.937,17.2,44.573,16.9,2020-05-07 14:29:12+00:00
605,E53490B59A25,36.7246,17.3,36.8912,17.2,44.5479,16.9,2020-05-07 14:34:26+00:00
606,E53490B59A25,36.6659,17.3,36.72,17.2,44.5184,16.9,2020-05-07 14:39:30+00:00
607,E53490B59A25,36.5973,17.3,36.5723,17.2,44.4872,16.9,2020-05-07 14:44:34+00:00
608,E53490B59A25,36.5814,17.3,36.4273,17.2,44.4796,16.9,2020-05-07 14:49:37+00:00
610,E53490B59A25,36.5052,17.3,36.3636,17.2,44.4368,16.9,2020-05-07 14:54:34+00:00
612,E53490B59A25,36.4602,17.3,36.3144,17.2,44.425,16.9,2020-05-07 14:59:40+00:00
613,E53490B59A25,36.4448,17.3,36.2949,17.2,44.4388,16.9,2020-05-07 15:04:43+00:00
614,E53490B59A25,36.4184,17.2,36.2601,17.2,44.4373,16.9,2020-05-07 15:09:57+00:00
615,E53490B59A25,36.3809,17.2,36.231,17.2,44.4248,16.9,2020-05-07 15:15:01+00:00
617,E53490B59A25,36.2991,17.2,36.1825,17.2,44.3847,16.9,2020-05-07 15:19:57+00:00
618,E53490B59A25,36.2498,17.2,36.1582,17.2,44.3604,16.9,2020-05-07 15:25:11+00:00
620,E53490B59A25,36.1962,17.2,36.1254,17.2,44.3359,16.9,2020-05-07 15:30:07+00:00
621,E53490B59A25,36.1833,17.1,36.125,17.2,44.3438,16.9,2020-05-07 15:35:21+00:00
623,E53490B59A25,36.2001,17.1,36.1293,17.2,44.3648,16.9,2020-05-07 15:40:18+00:00
625,E53490B59A25,36.1513,17.1,36.0889,17.2,44.3368,16.9,2020-05-07 15:45:24+00:00
626,E53490B59A25,36.0627,17.1,36.0419,17.2,44.2857,16.9,2020-05-07 15:50:28+00:00
628,E53490B59A25,36.0016,17.0,36.0099,17.2,44.2496,16.9,2020-05-07 15:55:34+00:00
629,E53490B59A25,35.9744,17.0,36.0035,17.2,44.2348,16.9,2020-05-07 16:00:38+00:00
631,E53490B59A25,35.9849,17.0,36.0099,17.1,44.2454,16.9,2020-05-07 16:05:44+00:00
633,E53490B59A25,35.979,16.9,35.9998,17.1,44.2561,16.9,2020-05-07 16:10:51+00:00
634,E53490B59A25,35.8987,16.9,35.9403,17.1,44.2049,16.9,2020-05-07 16:15:54+00:00
636,E53490B59A25,35.8285,16.9,35.9034,17.1,44.168,16.9,2020-05-07 16:21:01+00:00
637,E53490B59A25,35.7902,16.9,35.9026,17.1,44.163000000000004,16.9,2020-05-07 16:26:05+00:00
639,E53490B59A25,35.8164,16.8,35.9246,17.1,44.1934,16.9,2020-05-07 16:31:11+00:00
640,E53490B59A25,35.7901,16.8,35.9025,17.1,44.1879,16.9,2020-05-07 16:36:15+00:00
641,E53490B59A25,35.7348,16.8,35.8639,17.1,44.1618,16.9,2020-05-07 16:41:18+00:00
643,E53490B59A25,35.6792,16.8,35.8415,17.1,44.1395,16.9,2020-05-07 16:46:25+00:00
644,E53490B59A25,35.6403,16.8,35.8276,17.0,44.1256,16.9,2020-05-07 16:51:28+00:00
645,E53490B59A25,35.604,16.7,35.8121,17.0,44.1101,16.9,2020-05-07 16:56:32+00:00
646,E53490B59A25,35.5662,16.7,35.7869,17.0,44.0849,16.9,2020-05-07 17:01:36+00:00
647,E53490B59A25,35.5199,16.7,35.7613,17.0,44.0551,16.9,2020-05-07 17:06:39+00:00
648,E53490B59A25,35.4789,16.7,35.7578,17.0,44.0391,16.9,2020-05-07 17:11:43+00:00
649,E53490B59A25,35.4426,16.6,35.7382,17.0,44.0236,16.9,2020-05-07 17:16:46+00:00
650,E53490B59A25,35.4245,16.6,35.7326,17.0,44.0139,16.9,2020-05-07 17:21:50+00:00
651,E53490B59A25,35.3961,16.6,35.7334,17.0,44.0063,16.9,2020-05-07 17:27:03+00:00
652,E53490B59A25,35.3738,16.6,35.736,16.9,44.00899999999999,16.9,2020-05-07 17:32:07+00:00
654,E53490B59A25,35.3629,16.5,35.7334,16.9,44.0106,16.9,2020-05-07 17:37:03+00:00
655,E53490B59A25,35.3421,16.5,35.7251,16.9,44.0064,16.9,2020-05-07 17:42:06+00:00
656,E53490B59A25,35.3138,16.5,35.7135,16.9,44.0032,16.8,2020-05-07 17:47:20+00:00
657,E53490B59A25,35.293,16.5,35.7094,16.9,43.998999999999995,16.8,2020-05-07 17:52:23+00:00
658,E53490B59A25,35.2556,16.4,35.6928,16.9,43.9824,16.8,2020-05-07 17:57:27+00:00
659,E53490B59A25,35.1931,16.4,35.6553,16.9,43.949,16.8,2020-05-07 18:02:30+00:00
660,E53490B59A25,35.1239,16.4,35.6277,16.9,43.9131,16.8,2020-05-07 18:07:34+00:00
661,E53490B59A25,35.0848,16.4,35.6052,16.8,43.8948,16.8,2020-05-07 18:12:37+00:00
662,E53490B59A25,35.0288,16.4,35.5909,16.8,43.8763,16.8,2020-05-07 18:17:40+00:00
663,E53490B59A25,34.9951,16.3,35.5821,16.8,43.8593,16.8,2020-05-07 18:22:43+00:00
664,E53490B59A25,34.9646,16.3,35.5767,16.8,43.8413,16.8,2020-05-07 18:27:47+00:00
665,E53490B59A25,34.9365,16.3,35.5693,16.8,43.833999999999996,16.8,2020-05-07 18:32:50+00:00
666,E53490B59A25,34.9072,16.2,35.5734,16.8,43.8255,16.8,2020-05-07 18:38:03+00:00
667,E53490B59A25,34.8494,16.2,35.5531,16.7,43.7969,16.8,2020-05-07 18:43:07+00:00
668,E53490B59A25,34.7802,16.2,35.513000000000005,16.7,43.7568,16.8,2020-05-07 18:48:10+00:00
669,E53490B59A25,34.7396,16.1,35.489000000000004,16.7,43.736999999999995,16.8,2020-05-07 18:53:13+00:00
670,E53490B59A25,34.7044,16.1,35.4746,16.7,43.7185,16.8,2020-05-07 18:58:16+00:00
671,E53490B59A25,34.669000000000004,16.1,35.4601,16.7,43.6997,16.8,2020-05-07 19:03:19+00:00
672,E53490B59A25,34.6392,16.0,35.4428,16.7,43.6907,16.8,2020-05-07 19:08:32+00:00
673,E53490B59A25,34.6058,16.0,35.4219,16.6,43.674,16.7,2020-05-07 19:13:36+00:00
674,E53490B59A25,34.5881,16.0,35.3959,16.6,43.6605,16.7,2020-05-07 19:18:39+00:00
675,E53490B59A25,34.5607,15.9,35.3809,16.6,43.6538,16.7,2020-05-07 19:23:42+00:00
676,E53490B59A25,34.5333,15.9,35.3661,16.6,43.6432,16.7,2020-05-07 19:28:46+00:00
677,E53490B59A25,34.5212,15.9,35.3622,16.6,43.6435,16.7,2020-05-07 19:33:49+00:00
678,E53490B59A25,34.4962,15.8,35.3581,16.5,43.6435,16.7,2020-05-07 19:38:52+00:00
679,E53490B59A25,34.4721,15.8,35.3465,16.5,43.6361,16.7,2020-05-07 19:43:55+00:00
680,E53490B59A25,34.4139,15.8,35.334,16.5,43.6319,16.7,2020-05-07 19:49:09+00:00
681,E53490B59A25,34.3742,15.7,35.3235,16.5,43.6256,16.7,2020-05-07 19:54:12+00:00
682,E53490B59A25,34.3447,15.7,35.319,16.5,43.617,16.7,2020-05-07 19:59:15+00:00
683,E53490B59A25,34.3165,15.7,35.3116,16.4,43.6095,16.6,2020-05-07 20:04:18+00:00
684,E53490B59A25,34.2899,15.7,35.2934,16.4,43.5996,16.6,2020-05-07 20:09:22+00:00
685,E53490B59A25,34.2645,15.6,35.2762,16.4,43.5866,16.6,2020-05-07 20:14:25+00:00
686,E53490B59A25,34.2294,15.6,35.2578,16.4,43.5682,16.6,2020-05-07 20:19:38+00:00
687,E53490B59A25,34.2039,15.6,35.2448,16.4,43.5636,16.6,2020-05-07 20:24:41+00:00
688,E53490B59A25,34.177,15.5,35.2346,16.4,43.5492,16.6,2020-05-07 20:29:45+00:00
689,E53490B59A25,34.1512,15.5,35.2046,16.3,43.5358,16.6,2020-05-07 20:34:48+00:00
690,E53490B59A25,34.1245,15.5,35.181999999999995,16.3,43.5216,16.6,2020-05-07 20:39:51+00:00
691,E53490B59A25,34.1064,15.5,35.164,16.3,43.516000000000005,16.6,2020-05-07 20:44:55+00:00
692,E53490B59A25,34.0712,15.5,35.1371,16.3,43.4975,16.6,2020-05-07 20:49:58+00:00
693,E53490B59A25,34.0629,15.4,35.1246,16.3,43.5016,16.5,2020-05-07 20:55:12+00:00
694,E53490B59A25,34.0464,15.4,35.1164,16.2,43.5018,16.5,2020-05-07 21:00:15+00:00
695,E53490B59A25,34.0207,15.4,35.0908,16.2,43.4886,16.5,2020-05-07 21:05:18+00:00
697,E53490B59A25,33.9855,15.4,35.0639,16.2,43.4701,16.5,2020-05-07 21:10:24+00:00
698,E53490B59A25,33.9535,15.4,35.0402,16.2,43.4589,16.5,2020-05-07 21:15:27+00:00
699,E53490B59A25,33.9237,15.3,35.0104,16.2,43.4499,16.5,2020-05-07 21:20:30+00:00
700,E53490B59A25,33.8973,15.3,34.9923,16.2,43.4443,16.5,2020-05-07 21:25:34+00:00
701,E53490B59A25,33.8677,15.3,34.971,16.1,43.4355,16.5,2020-05-07 21:30:37+00:00
702,E53490B59A25,33.841,15.3,34.9485,16.1,43.4213,16.5,2020-05-07 21:35:40+00:00
703,E53490B59A25,33.8159,15.3,34.9109,16.1,43.3962,16.4,2020-05-07 21:40:54+00:00
704,E53490B59A25,33.793,15.2,34.8713,16.1,43.3816,16.4,2020-05-07 21:45:57+00:00
705,E53490B59A25,33.7733,15.2,34.8267,16.1,43.361999999999995,16.4,2020-05-07 21:51:01+00:00
706,E53490B59A25,33.7529,15.2,34.798,16.1,43.3499,16.4,2020-05-07 21:56:04+00:00
707,E53490B59A25,33.7347,15.2,34.7756,16.0,43.34,16.4,2020-05-07 22:01:07+00:00
708,E53490B59A25,33.7071,15.1,34.7438,16.0,43.3248,16.4,2020-05-07 22:06:11+00:00
709,E53490B59A25,33.691,15.1,34.7194,16.0,43.3171,16.4,2020-05-07 22:11:14+00:00
710,E53490B59A25,33.6771,15.1,34.7013,16.0,43.3074,16.4,2020-05-07 22:16:17+00:00
711,E53490B59A25,33.6637,15.0,34.6879,16.0,43.3064,16.4,2020-05-07 22:21:21+00:00
712,E53490B59A25,33.6459,15.0,34.6785,15.9,43.3054,16.3,2020-05-07 22:26:34+00:00
713,E53490B59A25,33.6291,15.0,34.6658,15.9,43.301,16.3,2020-05-07 22:31:37+00:00
714,E53490B59A25,33.6103,15.0,34.6512,15.9,43.2947,16.3,2020-05-07 22:36:40+00:00
715,E53490B59A25,33.5956,15.0,34.6448,15.9,43.2925,16.3,2020-05-07 22:41:44+00:00
716,E53490B59A25,33.583,14.9,34.6322,15.9,43.2882,16.3,2020-05-07 22:46:47+00:00
717,E53490B59A25,33.577,14.9,34.6012,15.9,43.2905,16.3,2020-05-07 22:51:50+00:00
718,E53490B59A25,33.5645,14.9,34.5388,15.8,43.2864,16.3,2020-05-07 22:56:53+00:00
719,E53490B59A25,33.5627,14.9,34.5119,15.8,43.2887,16.3,2020-05-07 23:02:07+00:00
720,E53490B59A25,33.5502,14.9,34.4911,15.8,43.2845,16.2,2020-05-07 23:07:10+00:00
721,E53490B59A25,33.5353,14.8,34.4763,15.8,43.278,16.2,2020-05-07 23:12:13+00:00
722,E53490B59A25,33.5247,14.8,34.449,15.8,43.2757,16.2,2020-05-07 23:17:17+00:00
723,E53490B59A25,33.496,14.8,34.4244,15.7,43.2636,16.2,2020-05-07 23:22:20+00:00
724,E53490B59A25,33.4725,14.8,34.4051,15.7,43.2485,16.2,2020-05-07 23:27:24+00:00
725,E53490B59A25,33.4513,14.8,34.3923,15.7,43.244,16.2,2020-05-07 23:32:37+00:00
726,E53490B59A25,33.4432,14.8,34.3925,15.7,43.2483,16.2,2020-05-07 23:37:40+00:00
727,E53490B59A25,33.4316,14.7,34.385,15.7,43.2409,16.2,2020-05-07 23:42:44+00:00
728,E53490B59A25,33.4137,14.7,34.3755,15.7,43.2313,16.2,2020-05-07 23:47:47+00:00
729,E53490B59A25,33.3967,14.7,34.3668,15.6,43.231,16.1,2020-05-07 23:52:51+00:00
730,E53490B59A25,33.3896,14.7,34.3681,15.6,43.2322,16.1,2020-05-07 23:57:54+00:00
731,E53490B59A25,33.3762,14.7,34.3671,15.6,43.2313,16.1,2020-05-08 00:02:57+00:00
732,E53490B59A25,33.3619,14.7,34.3695,15.6,43.2337,16.1,2020-05-08 00:08:10+00:00
733,E53490B59A25,33.3432,14.6,34.3966,15.6,43.2317,16.1,2020-05-08 00:13:13+00:00
734,E53490B59A25,33.321,14.6,34.3994,15.5,43.2261,16.1,2020-05-08 00:18:17+00:00
735,E53490B59A25,33.3073,14.6,34.4064,15.5,43.2207,16.1,2020-05-08 00:23:20+00:00
736,E53490B59A25,33.298,14.6,34.4055,15.5,43.2114,16.1,2020-05-08 00:28:24+00:00
737,E53490B59A25,33.3032,14.6,34.4232,15.5,43.2374,16.0,2020-05-08 00:33:27+00:00
738,E53490B59A25,33.3017,14.6,34.4342,15.5,43.2401,16.0,2020-05-08 00:38:30+00:00
739,E53490B59A25,33.3036,14.5,34.4527,15.5,43.2503,16.0,2020-05-08 00:43:44+00:00
740,E53490B59A25,33.3044,14.5,34.4827,15.4,43.2595,16.0,2020-05-08 00:48:47+00:00
741,E53490B59A25,33.3019,14.5,34.5134,15.4,43.2652,16.0,2020-05-08 00:53:51+00:00
742,E53490B59A25,33.2926,14.5,34.5209,15.4,43.2685,16.0,2020-05-08 00:58:54+00:00
743,E53490B59A25,33.2825,14.5,34.5274,15.4,43.2666,16.0,2020-05-08 01:03:57+00:00
744,E53490B59A25,33.273,14.5,34.5346,15.4,43.2614,16.0,2020-05-08 01:09:00+00:00
746,E53490B59A25,33.2649,14.5,34.5431,15.4,43.2616,15.9,2020-05-08 01:14:06+00:00
747,E53490B59A25,33.2587,14.5,34.5536,15.3,43.2637,15.9,2020-05-08 01:19:09+00:00
748,E53490B59A25,33.2464,14.4,34.5329,15.3,43.2639,15.9,2020-05-08 01:24:13+00:00
749,E53490B59A25,33.2471,14.4,34.5711,15.3,43.2729,15.9,2020-05-08 01:29:16+00:00
750,E53490B59A25,33.2499,14.4,34.5906,15.3,43.2799,15.9,2020-05-08 01:34:29+00:00
752,E53490B59A25,33.2462,14.4,34.5994,15.3,43.2804,15.9,2020-05-08 01:39:25+00:00
753,E53490B59A25,33.2444,14.4,34.61,15.3,43.2827,15.9,2020-05-08 01:44:38+00:00
754,E53490B59A25,33.2395,14.4,34.6176,15.3,43.2861,15.9,2020-05-08 01:49:42+00:00
755,E53490B59A25,33.2344,14.4,34.625,15.2,43.2852,15.8,2020-05-08 01:54:45+00:00
756,E53490B59A25,33.2262,14.4,34.6294,15.2,43.2854,15.8,2020-05-08 01:59:48+00:00
758,E53490B59A25,33.2246,14.4,34.6402,15.2,43.292,15.8,2020-05-08 02:04:54+00:00
759,E53490B59A25,33.2218,14.4,34.6541,15.2,43.2934,15.8,2020-05-08 02:09:57+00:00
760,E53490B59A25,33.2155,14.4,34.6603,15.2,43.2913,15.8,2020-05-08 02:15:00+00:00
761,E53490B59A25,33.2084,14.4,34.6657,15.2,43.2925,15.8,2020-05-08 02:20:04+00:00
762,E53490B59A25,33.2035,14.4,34.6774,15.2,43.2959,15.8,2020-05-08 02:25:07+00:00
763,E53490B59A25,33.1952,14.4,34.6816,15.2,43.2918,15.8,2020-05-08 02:30:20+00:00
765,E53490B59A25,33.1814,14.4,34.6845,15.2,43.2905,15.8,2020-05-08 02:35:16+00:00
766,E53490B59A25,33.174,14.4,34.6896,15.2,43.2914,15.7,2020-05-08 02:40:30+00:00
768,E53490B59A25,33.1585,14.4,34.6906,15.2,43.2884,15.7,2020-05-08 02:45:25+00:00
769,E53490B59A25,33.1545,14.5,34.7033,15.1,43.2927,15.7,2020-05-08 02:50:39+00:00
770,E53490B59A25,33.1431,14.5,34.7086,15.1,43.2896,15.7,2020-05-08 02:55:43+00:00
771,E53490B59A25,33.14,14.5,34.7096,15.1,43.2865,15.7,2020-05-08 03:00:46+00:00
772,E53490B59A25,33.1286,14.5,34.7149,15.1,43.2876,15.7,2020-05-08 03:05:49+00:00
773,E53490B59A25,33.1157,14.5,34.7145,15.1,43.2831,15.7,2020-05-08 03:10:53+00:00
774,E53490B59A25,33.0957,14.5,34.7111,15.1,43.2755,15.7,2020-05-08 03:15:56+00:00
775,E53490B59A25,33.0722,14.5,34.7043,15.1,43.2646,15.7,2020-05-08 03:20:59+00:00
776,E53490B59A25,33.0475,14.5,34.6921,15.1,43.2523,15.7,2020-05-08 03:26:13+00:00
777,E53490B59A25,33.0272,14.5,34.6843,15.1,43.2446,15.7,2020-05-08 03:31:16+00:00
779,E53490B59A25,33.0112,14.5,34.6807,15.1,43.24100000000001,15.7,2020-05-08 03:36:22+00:00
781,E53490B59A25,32.9922,14.5,34.6784,15.1,43.2387,15.6,2020-05-08 03:41:17+00:00
782,E53490B59A25,32.9894,14.5,34.684,15.1,43.2442,15.6,2020-05-08 03:46:31+00:00
783,E53490B59A25,32.9848,14.4,34.6919,15.1,43.248000000000005,15.6,2020-05-08 03:51:34+00:00
784,E53490B59A25,32.9781,14.4,34.7018,15.1,43.2537,15.6,2020-05-08 03:56:37+00:00
785,E53490B59A25,32.9721,14.4,34.7083,15.1,43.2561,15.6,2020-05-08 04:01:41+00:00
786,E53490B59A25,32.9618,14.4,34.7105,15.1,43.2499,15.6,2020-05-08 04:06:44+00:00
787,E53490B59A25,32.9578,14.4,34.7148,15.1,43.2542,15.6,2020-05-08 04:11:48+00:00
788,E53490B59A25,32.9453,14.4,34.719,15.1,43.2501,15.6,2020-05-08 04:16:51+00:00
790,E53490B59A25,32.9413,14.4,34.7191,15.1,43.2544,15.6,2020-05-08 04:21:57+00:00
791,E53490B59A25,32.9375,14.4,34.7278,15.0,43.2547,15.6,2020-05-08 04:27:00+00:00
792,E53490B59A25,32.9295,14.4,34.7323,15.0,43.2592,15.6,2020-05-08 04:32:13+00:00
794,E53490B59A25,32.9298,14.4,34.7409,15.0,43.2596,15.6,2020-05-08 04:37:19+00:00
795,E53490B59A25,32.9292,14.4,34.7529,15.0,43.2631,15.6,2020-05-08 04:42:22+00:00
796,E53490B59A25,32.9317,14.4,34.7637,15.0,43.2656,15.6,2020-05-08 04:47:25+00:00
797,E53490B59A25,32.9268,14.4,34.7754,15.0,43.269,15.5,2020-05-08 04:52:29+00:00
798,E53490B59A25,32.9345,14.4,34.7873,15.0,43.2726,15.5,2020-05-08 04:57:32+00:00
799,E53490B59A25,32.9392,14.4,34.8003,15.0,43.2815,15.5,2020-05-08 05:02:35+00:00
800,E53490B59A25,32.9636,14.5,34.8289,15.0,43.2934,15.5,2020-05-08 05:07:38+00:00
801,E53490B59A25,32.9734,14.5,34.8469,15.0,43.3031,15.5,2020-05-08 05:12:52+00:00
802,E53490B59A25,33.0084,14.5,34.882,15.0,43.3298,15.5,2020-05-08 05:17:55+00:00
803,E53490B59A25,33.0194,14.5,34.8972,15.0,43.3325,15.5,2020-05-08 05:22:59+00:00
804,E53490B59A25,33.0304,14.5,34.9123,15.0,43.3352,15.5,2020-05-08 05:28:02+00:00
806,E53490B59A25,33.0327,14.5,34.9271,15.0,43.3333,15.5,2020-05-08 05:33:08+00:00
807,E53490B59A25,33.0383,14.5,34.941,15.0,43.3389,15.5,2020-05-08 05:38:11+00:00
808,E53490B59A25,33.0596,14.5,34.9665,15.0,43.3519,15.5,2020-05-08 05:43:14+00:00
809,E53490B59A25,33.0762,14.5,34.9831,15.0,43.356,15.5,2020-05-08 05:48:18+00:00
810,E53490B59A25,33.0795,14.6,35.0031,15.0,43.3593,15.5,2020-05-08 05:53:21+00:00
